Index,Code,Author,Date,Journal,DOI,Elevation,Country,ISO.3166.1.alpha.3,Site.Type,Site.ID,MAT,MAP,TAP,MSP,TSP,Soil.Type,Soil.Classification,Soil.Texture,SOC,SOC.Unit,SOC.Depth,Soil.pH,Soil.pH.Method,Plant.Start,Plant.End,Harvest.Start,Harvest.End,Rep,Plot.Size,CID,C.Descrip,C.NI,C.NO,TID,T.Descrip,T.NI,T.NO,Diversity,Variety,Tree,Duration,M.Year,M.Year.Start,M.Year.End,Season.Start,Season.End,EU,Outcode,Units,MeanC,MeanT,Upper,Lower,DataLoc,MeanFlip,T.Feed.Source,C.Feed.Source,Species,Partial.Outcome.Name,Partial.Outcome.Code,MeanT.Error,Mean.Error.Type,MeanC.Error,Analysis.Function,Version,Mulch.Code,Rep.Animals,Tree.Feed,Irrigation.C,Irrigation.T,Irrig.Meth.C,B.Code,USD2010.C,USD2010.T,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,ID,obs_count,out_count,Lat,Lon,yi,pc,plist,base.list,EUlist,Out.Pillar,Out.SubPillar,Out.Ind,Out.SubInd,SubPrName,PrName,Theme,SubPrName.Base,PrName.Base,Theme.Base,Product,Product.Type,Product.Subtype,Product.Simple,Latitude,Longitude,Buffer,Site.Key,AEZ16simple,AEZ16,AEZ5,Mean.Annual.Precip,Mean.Annual.Temp,CLY,SND,SLT
8950,NN0166,Kgonyane MC,2013,RES CROP,"",1279,South Africa,ZAF,Farm,Perskebult,19.9,335.6,,,,"","",sandy loam,0.39,mg/kg,20,4.98,H2O,2008-10-15,2008-11-15,,,3,,"","",,,T2,basal k + 28N,28,,"",Pan 6479,"",2,2008,2008,2008,1,1,c7,125.2,"",,0.781,,,Fig 1,N,"","","",N fertilizer,b17,,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0166,,,"","","","","","","","","","","","","",b16,b17,b69,h2,h66.2,"","","","","","","","",1812,39,3,-23.7982166666667,29.33325,,,b16-b17-b69,"",c7,Productivity,Economics,Economic Performance,Benefit Cost Ratio (GMVC),Inputs K-Inputs N-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,-23.79822,29.33325,250,-23.7982 29.3332 B250,Cool.Arid,Tropic - cool/arid,Tropical Highlands,529.032258064516,19.8,20.9,64.7,12
8951,NN0166,Kgonyane MC,2013,RES CROP,"",1279,South Africa,ZAF,Farm,Perskebult,19.9,335.6,,,,"","",sandy loam,0.39,mg/kg,20,4.98,H2O,2008-10-15,2008-11-15,,,3,,"","",,,T3,basal k + 56N,56,,"",Pan 6479,"",2,2008,2008,2008,1,1,c7,125.2,"",,1.131,,,Fig 1,N,"","","",N fertilizer,b17,,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0166,,,"","","","","","","","","","","","","",b16,b17,b69,h2,h66.2,"","","","","","","","",1812,39,3,-23.7982166666667,29.33325,,,b16-b17-b69,"",c7,Productivity,Economics,Economic Performance,Benefit Cost Ratio (GMVC),Inputs K-Inputs N-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,-23.79822,29.33325,250,-23.7982 29.3332 B250,Cool.Arid,Tropic - cool/arid,Tropical Highlands,529.032258064516,19.8,20.9,64.7,12
12028,NN0252,Wanjiku J,2006,J SUSTAIN AGR,10.1300/J064v29n03_11,1625,Kenya,KEN,Survey,Kakamega..Vihiga,,,,,,"","",sandy loam,,"",,,"",,,,,32,,"","",,,T4,NPK + tithonia,,,"","","",1,2002,2002,2002,,,k25,137.1,% change,,1758,,,Tab 8,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0252,,56.66,"","","","","","","","","","","","","",a17.2,b16,b17,b21,"","","","","","","","","",1899,23,3,,,,,a17.2-b16-b17-b21,"",k25,Productivity,Economics,Economic Performance,Marginal Rate of Return,AgFor Prune Incorp (nonNfix)-Inputs K-Inputs N-Inputs P,Agroforestry Pruning-Inorganic Fertilizer,Agroforestry-Nutrient Management,"","","",Kale,Plant,Vegetables,Kale,0.18,34.37,202,00.1800 34.3700 B202,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.9,34.4,24.5
12029,NN0252,Wanjiku J,2006,J SUSTAIN AGR,10.1300/J064v29n03_11,1625,Kenya,KEN,Survey,Kakamega..Vihiga,,,,,,"","",sandy loam,,"",,,"",,,,,32,,"","",,,T2,manure + tithonia,,,"","","",1,2002,2002,2002,,,k25,137.1,% change,,168,,,Tab 8,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0252,,5.41,"","","","","","","","","","","","","",a17.2,b30,"","","","","","","","","","","",1899,23,3,,,,,a17.2-b30,"",k25,Productivity,Economics,Economic Performance,Marginal Rate of Return,AgFor Prune Incorp (nonNfix)-Inputs Manure,Agroforestry Pruning-Organic Fertilizer,Agroforestry-Nutrient Management,"","","",Kale,Plant,Vegetables,Kale,0.18,34.37,202,00.1800 34.3700 B202,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.9,34.4,24.5
12030,NN0252,Wanjiku J,2006,J SUSTAIN AGR,10.1300/J064v29n03_11,1625,Kenya,KEN,Survey,Kakamega..Vihiga,,,,,,"","",sandy loam,,"",,,"",,,,,32,,"","",,,T3,manure + NPK + tithionia,,,"","","",1,2002,2002,2002,,,k25,137.1,% change,,271,,,Tab 8,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0252,,8.73,"","","","","","","","","","","","","",a17.2,b16,b17,b21,b30,"","","","","","","","",1899,23,3,,,,,a17.2-b16-b17-b21-b30,"",k25,Productivity,Economics,Economic Performance,Marginal Rate of Return,AgFor Prune Incorp (nonNfix)-Inputs K-Inputs Manure-Inputs N-Inputs P,Agroforestry Pruning-Inorganic Fertilizer-Organic Fertilizer,Agroforestry-Nutrient Management,"","","",Kale,Plant,Vegetables,Kale,0.18,34.37,202,00.1800 34.3700 B202,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.9,34.4,24.5
12031,NN0252,Wanjiku J,2006,J SUSTAIN AGR,10.1300/J064v29n03_11,1625,Kenya,KEN,Survey,Kakamega..Vihiga,,,,,,"","",sandy loam,,"",,,"",,,,,32,,"","",,,T4,NPK + tithonia,,,"","","",1,2002,2002,2002,,,k25,137.1,% change,,114,,,Tab 8,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0252,,3.67,"","","","","","","","","","","","","",a17.2,b16,b17,b21,"","","","","","","","","",1899,23,3,,,,,a17.2-b16-b17-b21,"",k25,Productivity,Economics,Economic Performance,Marginal Rate of Return,AgFor Prune Incorp (nonNfix)-Inputs K-Inputs N-Inputs P,Agroforestry Pruning-Inorganic Fertilizer,Agroforestry-Nutrient Management,"","","",Kale,Plant,Vegetables,Kale,0.18,34.37,202,00.1800 34.3700 B202,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.9,34.4,24.5
12032,NN0252,Wanjiku J,2006,J SUSTAIN AGR,10.1300/J064v29n03_11,1625,Kenya,KEN,Survey,Kakamega..Vihiga,,,,,,"","",sandy loam,,"",,,"",,,,,32,,"","",,,T1,manure + NPK,,,"","","",1,2002,2002,2002,,,e27.1,137.1,% change,,278,,,Tab 9,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0252,,8.96,"","","","","","","","","","","","","",b16,b17,b21,b30,"","","","","","","","","",1899,23,3,,,,,b16-b17-b21-b30,"",e27.1,Productivity,Economics,Economic Performance,Marginal Rate of Return,Inputs K-Inputs Manure-Inputs N-Inputs P,Inorganic Fertilizer-Organic Fertilizer,Nutrient Management,"","","",Tomato (Total Yield),Plant,Vegetables,Tomato,0.18,34.37,202,00.1800 34.3700 B202,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.9,34.4,24.5
12033,NN0252,Wanjiku J,2006,J SUSTAIN AGR,10.1300/J064v29n03_11,1625,Kenya,KEN,Survey,Kakamega..Vihiga,,,,,,"","",sandy loam,,"",,,"",,,,,32,,"","",,,T3,manure + NPK + tithionia,,,"","","",1,2002,2002,2002,,,e27.1,137.1,% change,,292,,,Tab 9,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0252,,9.41,"","","","","","","","","","","","","",a17.2,b16,b17,b21,b30,"","","","","","","","",1899,23,3,,,,,a17.2-b16-b17-b21-b30,"",e27.1,Productivity,Economics,Economic Performance,Marginal Rate of Return,AgFor Prune Incorp (nonNfix)-Inputs K-Inputs Manure-Inputs N-Inputs P,Agroforestry Pruning-Inorganic Fertilizer-Organic Fertilizer,Agroforestry-Nutrient Management,"","","",Tomato (Total Yield),Plant,Vegetables,Tomato,0.18,34.37,202,00.1800 34.3700 B202,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.9,34.4,24.5
12034,NN0252,Wanjiku J,2006,J SUSTAIN AGR,10.1300/J064v29n03_11,1625,Kenya,KEN,Survey,Kakamega..Vihiga,,,,,,"","",sandy loam,,"",,,"",,,,,32,,"","",,,T3,manure + NPK + tithionia,,,"","","",1,2002,2002,2002,,,e27.1,137.1,% change,,132,,,Tab 9,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0252,,4.25,"","","","","","","","","","","","","",a17.2,b16,b17,b21,b30,"","","","","","","","",1899,23,3,,,,,a17.2-b16-b17-b21-b30,"",e27.1,Productivity,Economics,Economic Performance,Marginal Rate of Return,AgFor Prune Incorp (nonNfix)-Inputs K-Inputs Manure-Inputs N-Inputs P,Agroforestry Pruning-Inorganic Fertilizer-Organic Fertilizer,Agroforestry-Nutrient Management,"","","",Tomato (Total Yield),Plant,Vegetables,Tomato,0.18,34.37,202,00.1800 34.3700 B202,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.9,34.4,24.5
12039,NN0254,Wayua F O,2012,INT J FOOD ENG,10.1515/1556-3758.2323,1890,Kenya,KEN,Farm,Isiolo,23.3,468,,,,"","","",,"",,,"",,,,,15,,"","",,,T1,evaporative cooler,,,"","","",0.04,2012,2012,2012,,,a6.1,131,yr,,1.33,,,Text,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0254,,0.01,"","","","","","","","","","","","","",f5,"","","","","","","","","","","","",1901,3,2,,,,,f5,"",a6.1,Productivity,Economics,Economic Performance,Payback Period,Storage Impr Phys,Storage,Postharvest,"","","",Camel (Milk),Animal,Camelid,Camel,0.35,37.58,550,00.3500 37.5800 B550,Warm.Subhumid,Tropic - warm/subhumid,Sub-Humid,942.112903225807,22.9,29.1,44,24.7
12638,NN0264,Adkins E,2010,ENERGY SUSTAIN DEV,10.1016/j.esd.2010.07.003,1500,Uganda,UGA,Farm,Ruhiira,,,,,,"","","",,"",,,"",,,,,60,,"","",,,T1,Ugastove,,,"","","",0.019,2009,2009,2009,,,m1,320,%,,45.99,,,Fig 5b,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0264,,,"","","","","","","","","","","","","",c2,"","","","","","","","","","","","",1911,16,2,,,,,c2,"",m1,Mitigation,Cookstove,Fuel Efficiency,Fuel Savings,Cookstove Improv,Cookstove,Energy,"","","",Cookstove,Non-product,Energy Production,Cookstove,-0.84,30.65,550,-0.8400 30.6500 B550,Cool.Subhumid,Tropic - cool/subhumid,Tropical Highlands,941.090322580645,20.6,39.1,39,21.5
12639,NN0264,Adkins E,2010,ENERGY SUSTAIN DEV,10.1016/j.esd.2010.07.003,1500,Uganda,UGA,Farm,Ruhiira,,,,,,"","","",,"",,,"",,,,,60,,"","",,,T2,StoveTec,,,"","","",0.019,2009,2009,2009,,,m1,320,%,,38.26,,,Fig 5b,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0264,,,"","","","","","","","","","","","","",c2,"","","","","","","","","","","","",1911,16,2,,,,,c2,"",m1,Mitigation,Cookstove,Fuel Efficiency,Fuel Savings,Cookstove Improv,Cookstove,Energy,"","","",Cookstove,Non-product,Energy Production,Cookstove,-0.84,30.65,550,-0.8400 30.6500 B550,Cool.Subhumid,Tropic - cool/subhumid,Tropical Highlands,941.090322580645,20.6,39.1,39,21.5
12646,NN0264,Adkins E,2010,ENERGY SUSTAIN DEV,10.1016/j.esd.2010.07.003,,Tanzania,TZA,Farm,Mbola,,,,,,"","","",,"",,,"",,,,,18,,"","",,,T2,StoveTec,,,"","","",0.019,2009,2009,2009,,,m1,320,%,,33.85,,,Fig 16c,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0264,,,"","","","","","","","","","","","","",c2,"","","","","","","","","","","","",1911,16,2,,,,,c2,"",m1,Mitigation,Cookstove,Fuel Efficiency,Fuel Savings,Cookstove Improv,Cookstove,Energy,"","","",Cookstove,Non-product,Energy Production,Cookstove,-4.91,32.83,550,-4.9100 32.8300 B550,Cool.Subhumid,Tropic - cool/subhumid,Sub-Humid,948.816129032258,23.2,21.7,64,9.6
12647,NN0264,Adkins E,2010,ENERGY SUSTAIN DEV,10.1016/j.esd.2010.07.003,,Tanzania,TZA,Farm,Mbola,,,,,,"","","",,"",,,"",,,,,18,,"","",,,T3,Envirofit,,,"","","",0.019,2009,2009,2009,,,m1,320,%,,21.58,,,Fig 16c,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0264,,,"","","","","","","","","","","","","",c2,"","","","","","","","","","","","",1911,16,2,,,,,c2,"",m1,Mitigation,Cookstove,Fuel Efficiency,Fuel Savings,Cookstove Improv,Cookstove,Energy,"","","",Cookstove,Non-product,Energy Production,Cookstove,-4.91,32.83,550,-4.9100 32.8300 B550,Cool.Subhumid,Tropic - cool/subhumid,Sub-Humid,948.816129032258,23.2,21.7,64,9.6
12648,NN0264,Adkins E,2010,ENERGY SUSTAIN DEV,10.1016/j.esd.2010.07.003,,Tanzania,TZA,Farm,Mbola,,,,,,"","","",,"",,,"",,,,,18,,"","",,,T4,Advent,,,"","","",0.019,2009,2009,2009,,,m1,320,%,,36.41,,,Fig 16c,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0264,,,"","","","","","","","","","","","","",c2,"","","","","","","","","","","","",1911,16,2,,,,,c2,"",m1,Mitigation,Cookstove,Fuel Efficiency,Fuel Savings,Cookstove Improv,Cookstove,Energy,"","","",Cookstove,Non-product,Energy Production,Cookstove,-4.91,32.83,550,-4.9100 32.8300 B550,Cool.Subhumid,Tropic - cool/subhumid,Sub-Humid,948.816129032258,23.2,21.7,64,9.6
12649,NN0264,Adkins E,2010,ENERGY SUSTAIN DEV,10.1016/j.esd.2010.07.003,,Tanzania,TZA,Farm,Mbola,,,,,,"","","",,"",,,"",,,,,12,,"","",,,T2,StoveTec,,,"","","",0.019,2009,2009,2009,,,m1,320,%,,41.19,,,Fig 16c,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0264,,,"","","","","","","","","","","","","",c2,"","","","","","","","","","","","",1911,16,2,,,,,c2,"",m1,Mitigation,Cookstove,Fuel Efficiency,Fuel Savings,Cookstove Improv,Cookstove,Energy,"","","",Cookstove,Non-product,Energy Production,Cookstove,-4.91,32.83,550,-4.9100 32.8300 B550,Cool.Subhumid,Tropic - cool/subhumid,Sub-Humid,948.816129032258,23.2,21.7,64,9.6
12650,NN0264,Adkins E,2010,ENERGY SUSTAIN DEV,10.1016/j.esd.2010.07.003,,Tanzania,TZA,Farm,Mbola,,,,,,"","","",,"",,,"",,,,,12,,"","",,,T3,Envirofit,,,"","","",0.019,2009,2009,2009,,,m1,320,%,,41.08,,,Fig 16c,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",NN0264,,,"","","","","","","","","","","","","",c2,"","","","","","","","","","","","",1911,16,2,,,,,c2,"",m1,Mitigation,Cookstove,Fuel Efficiency,Fuel Savings,Cookstove Improv,Cookstove,Energy,"","","",Cookstove,Non-product,Energy Production,Cookstove,-4.91,32.83,550,-4.9100 32.8300 B550,Cool.Subhumid,Tropic - cool/subhumid,Sub-Humid,948.816129032258,23.2,21.7,64,9.6
